,name,times,country,raiting,link_name,text_all
526,Robin Banks,27 апр. 2017 г.,US,2 звезды: Ниже среднего,Getting way to expensive for what it is.,Since when did fast food for a family of 6 become the same price as a mid class restaurant?
527,Amanda Clough,20 апр. 2017 г.,,1 звезда: Плохо,I regrettably trusted the word of a …,"I regrettably trusted the word of a McDonald's business manager who assured me they would arrange cancellation of a parking charge I received from UKPC after I and a friend unknowingly stayed 21 mins longer than allowed. My friends charge was cancelled, mine was escalated to bullying debt collection letters and the charge tripled. Then given the brush of, ""nothing more we can do"" line from the replacement business manager. Shame we as a family of 6 will no longer be giving MD's our custom."
528,Alfredo Zelaya Contreras,2 апр. 2017 г.,,1 звезда: Плохо,"Coronado, Panamá. Colaborador LUIS 👎",En el día de ayer en la sucursal de Coronado de Panamá fuí atendido por un colaborador de nombre LUIS alrededor de las 11:30 am quien con su mala praxis me hizo pasar un momento desagradable. No satisfecho con atenderme mal se atrevió a injuriarme verbalmente y desafiar mi oportunidad de denunciarlo por este medio. Personas como él hacen dudar del servicio que ustedes manifiestan tener.
529,Marivi Duque Arroyo,2 апр. 2017 г.,,5 звезд: Замечательно,Diecisiete años y seguimos,
530,Amanda Phillips,29 мар. 2017 г.,,4 звезды: Отлично,It was a normal trip to McDonald's.,"We pulled up to the drive-thru and ordered. The food was fine. Nothing too memorable, other than the relatively high prices compared to other fast food restaurants."
531,Aneta Cegielkowska,22 мар. 2017 г.,,3 звезды: Средне,kanapka i frytki zimne...niejadalne...,"zagorzala zwolenniczka nie jestem ale lubie od czasu do czasu wpasc do mc donalda na kanapke z kurczakiem...pychotka poprostu .Dzis znow wpadlam...i jak glupia dalam sie namowic panu z obslugi na cud...miod...maline....mimo iz udzielilam informacji iz jem tylko drob pan zapewnil mnie ze to nowosc prawie identyczna...i na nowe fryty tez sie skusilam...jedzenie dostalam zimne...frytki moze i sa amerykanskie ale nie te ktore dostalam..kanapka w niczym nie przypominala drobiu...i jeszcze bulka wieloziarnista...fuuu..uczulona jestem...i tak 22,30 poszlo w kubel...moglam zjesc zupke z biedronki....dlugo moja noga u was nie postanie"
532,Steven,6 мар. 2017 г.,,1 звезда: Плохо,Mcdonalds help sucks!!!,"The mcdonalds in manchester ct suck!!!
Over paid and under skilled workers.
Let me make it clear.It's only the units owned by the Walsh family.
I call and complain and they just don't care.
If it wasn't for the good deals they keep firing at me with the app.I would never visit a mcdonalds.
Wake up Walsh corporation!!!
Clean up your act and your stores!!!
And fire all your unqualified employees.
LET ME REPEAT.
WALSH CORPORATION OWNED MCDONALDS IN MANCHESTER CT ARE AT THE BOTTOM OF THE BARREL.
I wish burger King was more visible in my area."
533,Dariel Martinez,25 февр. 2017 г.,,4 звезды: Отлично,Magnífico,Una experiencia para repetir
534,Emilio Jose De Gea Quesada,12 февр. 2017 г.,,5 звезд: Замечательно,Excelente servicio,"Muy buen servicio, rápido y amables.En McDonald's Punta Marina"
535,800NUTS,1 февр. 2017 г.,US,5 звезд: Замечательно,Junipero Serra Blvd & 89th St,"Its pretty much a typical McDonalds, food has been good so far.
That parking lot is a little small and the entrance is actually on the block behind the McDonald's and if you're not familiar with the area it's easy to miss because it doesn't have those big arches you normally see from blocks away. Once having found the parking lot and parked you have to cross the drive thru lane to get inside, which so far hasn't presented any issues but as a pedestrian keep an eye on folks pulling out that are checking in their bags and perhaps not seeing you.
The inside space is kinda small for the volume of business. It can be tricky to find a table during peak rush times. There is an upstairs section but it's typically kept closed .
I've had some great service encounters here, and while I've had to wait sometimes for my order I don't mind as it comes out hot and fresh that way, and while there's not tons of seating available typically there's always room for one more."
536,Debora Cabrera,1 февр. 2017 г.,,1 звезда: Плохо,En su restaurante de la 32 y Kennedy en union city,"Esta mañana como todos los días compro café al parecer una empleada llamada Nely siempre nos hace problema como si no pudiéramos pagar y con muy mala aptitud nos atiende , la manager se acercó y no tuvo la decencia de preguntar q pasaba, cuando pienso q deberían tener aptitude para los clientes, que pena q demuestran su poca educación. Deberían de tener una capacitación para tratar a sus clientes"
537,Craig pointer,26 янв. 2017 г.,,2 звезды: Ниже среднего,Not the best,I had a breakfast which was missing a few ingrediants... The burger looked like it had been thrown around the kitchen before serving
538,Николай Мельников,24 янв. 2017 г.,,5 звезд: Замечательно,Супер,"Огромное спасибо, всё очень вкусно и быстро. Вежливый и приятный персонал, удобные парковки."
539,isabel luna nueva,6 янв. 2017 г.,,5 звезд: Замечательно,Me encanta MC Donalds de Nervion Plaza,"Me encanta ir a MC Donalds , la comida es buenisima y el trato es estupendo.
Cada vez que voy me siento como en casa."
540,Jimmy Adams,21 дек. 2016 г.,GB,1 звезда: Плохо,Worst customer service ever,I ordered a quarter pound burger and a coke for a drink and they gave me half of the burger and no drinks through the drive-thru of Southall McDonald's in Iron Bridge.
541,Lars Nielsen,Обновлено 15 дек. 2016 г.,,1 звезда: Плохо,A political propaganda organisation,"Mcdonald tries to punish a little danish newspape called Den Korte Avis for not having the same values as Mcdonalds... Macdonalds support Saudi Arabias killing of homosexuals and degrading treatment of women, they have no problem whatsoever with supporting that regime, so much for their values... Besides that their food are uhealthy and really dont taste good."
542,John,1 дек. 2016 г.,,2 звезды: Ниже среднего,Food under cooked,Got pink chicken in one of the store
543,Rob,17 нояб. 2016 г.,,4 звезды: Отлично,Nice breakfast,"I like the breakfast in McDonald's and also the coffee and the hash browns are lively, McDonald's are just so easy as u have a drive through or sit down, wonder how many of these restaurants are worldwide now"
544,KattyNielsen,8 нояб. 2016 г.,,4 звезды: Отлично,Nice food and fast delivery,Great burgers and fries. Always visit it while traveling. I'm loving it =)
545,maschio ruvido,Обновлено 7 нояб. 2016 г.,,5 звезд: Замечательно,Bien me encanta,"Macdonal porque sacan a Mario bros una tercera vez no tiene ya gracia,entonces quería decirles que para la próxima cajita feliz pusieran personajes de clahs royale ya que
esta muy de moda en los adolescentes el juego y así pueden ganar dinero :)"
546,Chris,1 сент. 2016 г.,,1 звезда: Плохо,Meat is murder,Meat is murder.
547,Alfredo Zelaya Contreras,2 апр. 2017 г.,,1 звезда: Плохо,"Coronado, Panamá. Colaborador LUIS 👎",En el día de ayer en la sucursal de Coronado de Panamá fuí atendido por un colaborador de nombre LUIS alrededor de las 11:30 am quien con su mala praxis me hizo pasar un momento desagradable. No satisfecho con atenderme mal se atrevió a injuriarme verbalmente y desafiar mi oportunidad de denunciarlo por este medio. Personas como él hacen dudar del servicio que ustedes manifiestan tener.
548,Marivi Duque Arroyo,2 апр. 2017 г.,,5 звезд: Замечательно,Diecisiete años y seguimos,
549,Amanda Phillips,29 мар. 2017 г.,,4 звезды: Отлично,It was a normal trip to McDonald's.,"We pulled up to the drive-thru and ordered. The food was fine. Nothing too memorable, other than the relatively high prices compared to other fast food restaurants."
550,Aneta Cegielkowska,22 мар. 2017 г.,,3 звезды: Средне,kanapka i frytki zimne...niejadalne...,"zagorzala zwolenniczka nie jestem ale lubie od czasu do czasu wpasc do mc donalda na kanapke z kurczakiem...pychotka poprostu .Dzis znow wpadlam...i jak glupia dalam sie namowic panu z obslugi na cud...miod...maline....mimo iz udzielilam informacji iz jem tylko drob pan zapewnil mnie ze to nowosc prawie identyczna...i na nowe fryty tez sie skusilam...jedzenie dostalam zimne...frytki moze i sa amerykanskie ale nie te ktore dostalam..kanapka w niczym nie przypominala drobiu...i jeszcze bulka wieloziarnista...fuuu..uczulona jestem...i tak 22,30 poszlo w kubel...moglam zjesc zupke z biedronki....dlugo moja noga u was nie postanie"
551,Steven,6 мар. 2017 г.,,1 звезда: Плохо,Mcdonalds help sucks!!!,"The mcdonalds in manchester ct suck!!!
Over paid and under skilled workers.
Let me make it clear.It's only the units owned by the Walsh family.
I call and complain and they just don't care.
If it wasn't for the good deals they keep firing at me with the app.I would never visit a mcdonalds.
Wake up Walsh corporation!!!
Clean up your act and your stores!!!
And fire all your unqualified employees.
LET ME REPEAT.
WALSH CORPORATION OWNED MCDONALDS IN MANCHESTER CT ARE AT THE BOTTOM OF THE BARREL.
I wish burger King was more visible in my area."
552,Dariel Martinez,25 февр. 2017 г.,,4 звезды: Отлично,Magnífico,Una experiencia para repetir
553,Emilio Jose De Gea Quesada,12 февр. 2017 г.,,5 звезд: Замечательно,Excelente servicio,"Muy buen servicio, rápido y amables.En McDonald's Punta Marina"
554,800NUTS,1 февр. 2017 г.,US,5 звезд: Замечательно,Junipero Serra Blvd & 89th St,"Its pretty much a typical McDonalds, food has been good so far.
That parking lot is a little small and the entrance is actually on the block behind the McDonald's and if you're not familiar with the area it's easy to miss because it doesn't have those big arches you normally see from blocks away. Once having found the parking lot and parked you have to cross the drive thru lane to get inside, which so far hasn't presented any issues but as a pedestrian keep an eye on folks pulling out that are checking in their bags and perhaps not seeing you.
The inside space is kinda small for the volume of business. It can be tricky to find a table during peak rush times. There is an upstairs section but it's typically kept closed .
I've had some great service encounters here, and while I've had to wait sometimes for my order I don't mind as it comes out hot and fresh that way, and while there's not tons of seating available typically there's always room for one more."
555,Debora Cabrera,1 февр. 2017 г.,,1 звезда: Плохо,En su restaurante de la 32 y Kennedy en union city,"Esta mañana como todos los días compro café al parecer una empleada llamada Nely siempre nos hace problema como si no pudiéramos pagar y con muy mala aptitud nos atiende , la manager se acercó y no tuvo la decencia de preguntar q pasaba, cuando pienso q deberían tener aptitude para los clientes, que pena q demuestran su poca educación. Deberían de tener una capacitación para tratar a sus clientes"
